par_id,art_id,keyword,country_code,text,label
6726,@@10019652,vulnerable,ke,"Speaking Friday at the US Embassy in Nairobi when the CBOs signed the grant documents , the deputy chief of mission Paul Sutphin said the programme had helped thousands of communities promote HIV prevention , care and support those living with or affected by HIV and improve the quality of life for orphaned and vulnerable children living with or affected by HIV .",0
2382,@@10133269,homeless,bd,"Thousands of people made homeless in an eviction drive in Kalyanpur slum on Thursday are occupying the open spaces around the shanty town that they called home , after bulldozers razed their dwellings to the ground .",3
5517,@@7738937,migrant,pk,"Garland spoke emotionally of his humble beginnings and his background as the grandchild of immigrants who came to America in the early 1900s "" fleeing anti-semitism and hoping to make a better life for their children . """,0
989,@@4426007,hopeless,us,"But then , finally , you layabouts at the Upjohn Company brought Rogaine to the market in 1989 . Now , by this time , either my hair had turned a strange flesh color or my scalp was fully in view . Regardless , I tore open the package and awaited my hirsute future ... only to read in the instructions that "" applicants "" ( I swear to God , it called us "" applicants "" ) whose scalps were "" fully visible "" were "" less likely to experience full rejuvenating effect . "" In other words , while those damn furry lab rats were getting Michael Jackson-sized dosages of my miracle cure , the salvageable follicles on my head were dwindling to the point of hopelessness . Like Titanic passengers sinking into the abyss as lifeboats dawdled .",0
8451,@@7611878,immigrant,hk,"Marine police captured 21 South Asian illegal immigrants and a people smuggler in a sampan outside Hong Kong International Airport . The youngest would-be migrant was three years old , Apple Daily reported Thursday . The toddler 's 34-year-old father and ...",0
6287,@@23384920,hopeless,ke,"When leadership is a problem , confusion reigns and hopelessness sets in .",0
10291,@@22456584,in-need,bd,Department of Health Minister Steve Brine said the UK has a ' proud tradition ' of supporting nations in need .,0
3965,@@232714,hopeless,ie,"He may well have depression and this may have led him to become so withdrawn , reclusive , lethargic , and trapped . Or his lifestyle and daily habits may have led to him becoming depressed and hopeless .",3
2704,@@20391567,immigrant,ng,"But Trump argued that DACA protected people who broke US laws , was unfair to legal immigrants , and encroached Congress 's power to make immigration laws .",0
7510,@@13719955,refugee,pk,"She swam part of that crossing over to the island of Lesbos , helping other refugees who were in the water and were unable to swim .",0
2814,@@4530144,disabled,jm,"Legislation to protect the rights of Jamaica 's disabled community has been in the works since the tabling of a national policy for persons with disabilities in 2000 under the previous administration . That policy was debated in the Senate in January 2001 , and in the House of Representatives in November 2005 . In 2006 , drafting instructions were issued to the Office of the Chief Parliamentary Council .",0
873,@@20374243,poor-families,sg,"Citing the fact that these kids who died at Gorakhpur 's Baba Raghav Das ( BRD ) Medical College and Farrukhabad district hospital belonged to the poor families , the Shiv Sena said instead of acting as a ' God ' to the poor ' , these government hospitals are proving to be a ' God of death ' for them .",2
1634,@@15761349,hopeless,ke,"Pep Guardiola 's Manchester City travel to West Ham , who like Leicester are hopelessly out of sorts , and four other relegation battlers are pitched in against each other Hull hosting Swansea and Sunderland at home to Burnley .",0
4648,@@325844,immigrant,us,"In an early test of support for the comprehensive immigration bill , the Senate on Thursday voted down a Republican attempt to require the U.S.-Mexico border to be under control for six months before immigrants here illegally could take the first steps toward citizenship .",0
4076,@@25232910,refugee,ie,"Jolie , a special envoy for the United Nations , spent time in Mosul with refugee agency UNCHR .",0
6001,@@1400108,in-need,us,"While the ship logged about 800 surgeries in the month following the earthquake , it was impossible to say how many patients the U-M team treated . The influx of those in need of care had ebbed by the time they arrived , several days after departing Ann Arbor on Feb. 14 , they said. ?",0
6842,@@14327774,vulnerable,lk,"Voice : - Elders who live outside major cities are in a vulnerable situation where their voices are unheard . They do not have the structured political or social mechanisms to voice their concerns . The Government needs to attend to this requirement . Elders must be encouraged to express their thoughts , opinions and views not only on their own welfare but also about social and political developments .",0
5835,@@20486804,refugee,my,"At least 400,000 hungry and traumatised refugees have sought refuge in Bangladesh since October 2016 .",4
9373,@@23904631,migrant,us,"With tourism numbers increasingly , the local and migrant worker population has also grown -- an upsurge the island 's infrastructure was unprepared for . Waste management in particular is a problem . ' Tourists are invited to take part in weekly clear-ups , ' says Egli . ' They are rewarded with free beer . ' Rubbish removal is costly , so much of it is brought to the dump in the middle of island and burned <h> Rubbish Pit , 2014",0
5078,@@17361316,immigrant,ph,"For the past 30 years , overseas Filipinos have been adapting to some of the most environmentally challenging lands , as well as diverse peoples and cultures of the world . Filipino immigrants have embraced so many new languages and customs in their host countries that it is no wonder vast majority of employers around the world credit their Filipino employees as the most caring , compassionate and dedicated workers they have ever had . This is why so many foreign companies invest operations in the Philippines .",0
9032,@@247965,women,us,"The Internet is having a love affair with Charles Ramsey , the man who helped Amanda Berry break down the door of the Cleveland house where she said she was being held captive , along with two other women . All three went missing a decade ago ; Berry was 16 , Gina DeJesus was 14 , and Michelle Knight was 20 . It 's entirely understandable to focus on Ramsey in the giddy moment of breaking news . He is forthright and funny in describing what happened . ( "" I knew something was wrong when a little pretty white girl ran into a black man 's arms . "" )",0
3839,@@4876971,vulnerable,ph,"Along with the Himalayan silt the Ganges and Brahmaputra Rivers have built the largest delta in the world , Bangladesh , one of the world 's most populous countries . Due to vast coastline , low-lying land and the abundance of rivers , Bangladesh is extremely vulnerable to climate change . Being no stranger to frequent floods , tropical cyclones , river bank erosion and droughts , Bangladesh has been facing the consequences of global warming for quite some time .",0
5570,@@19245681,women,sg,"Further , regardless of self-perceived social status , both men and women were found to use a higher pitch while answering to people they think are dominant , prestigious and have a higher social status .",0
5136,@@1206939,in-need,ca,"It is clear from the reaction Latif Hyderi the uncle of Tooba Mohammad Yahya has received from the Afghan community in Montreal that the community is in need of information in their own language . "" Our solution to that , "" says Kamateros , "" is that you have to open that up even more . It 's a normal reaction for the community to retract and heal their wounds . No community wants to be stigmatized as violent . Changing perceptions does n't happen overnight but , for those with the information , they can act if they wish . """,0
4544,@@15622185,poor-families,ng,"Sorry , you do n't correct erring students by beating . It is a wrong idea , out of fashion and inhumane . Moreover , those children are from poor families , the ones from big families are untouchable , even when they are wrong .",0
7390,@@18982461,homeless,in,The fatalities included a woman in the city of San Marcos who was killed by a falling wall and a homeless man in the town of San Sebastian Retalhueleu who was struck by the collapse of part of a church . Both locales were close to the epicenter .,0
4490,@@7659209,women,ph,"While our country has some of the toughest laws to protect women from physical abuse , sexual harassment , and trafficking , what 's more desirable is the stricter implementation .",0
3479,@@2670691,hopeless,ca,"Barely two years since the national outcry over China 's aggressive push into Canada 's oil patch , some of the major acquisitions are looking messy to hopeless . Read on",0
8815,@@18524817,migrant,ke,"An agenda that could put the US at odds with Europe given US President Trump 's controversial views on climate change , his insistence on closing the US ' borders to Muslim immigrants and his protectionist agenda .",0
4363,@@2138017,refugee,hk,"1 . After the catastrophic attacks that killed more than a hundred innocent citizens , it is almost certain that the French society will witness a complete turnaround in public opinion about the influx of refugees from Syria , with public sympathy suddenly giving way to suspicion or even hostility towards them .",1
5149,@@1789214,vulnerable,gh,"Preaching the sermon , the Dean of the St. Peter 's Cathedral , Very Rev. Seth Amoako-Adu observed that , the distasteful scenes at the Osu Children 's Home , which were aired recently , could have been avoided , if the Ghanaian society had shown a little more care to the orphans and vulnerable children at the home .",2
6013,@@15903800,poor-families,ph,"Attaching a photo showing Pi ? ol with Dole senior vice president for worldwide agriculture and research Carlos Mandujano and other officials of Dole-Philippines during their meeting at the Matina Golf Club in Davao City last December 10 , Pi ? ol wrote that Dole-Philippines will be donating to poor families the pineapple leaves from their more than 18,000-hectare plantations all over Mindanao .",4
807,@@16720491,vulnerable,gb,"Or social security appeals , which is an area crying out for law students and graduates to help . Often vulnerable and up against a shockingly antagonistic system , most appellants go unrepresented . If you look at Belfast alone , with new welfare changes about to be introduced , a scheme which provided representation for 1,000 people a year has recently lost all of its funding -- that means despite an impending increase in appeals , there will be even less people available to represent them .",0
3433,@@1828548,poor-families,tz,"Coming from poor families , most are not given pocket money to buy snacks at school . So they spend the whole day on empty stomachs which is why some end up fainting .",1
4139,@@24311221,immigrant,sg,"The half-a-million-plus Jewish community is the largest in Europe but has been hit by a wave of emigration to Israel in the past two decades , partly due to anti-Semitism in immigrant neighbourhoods .",0
5218,@@4517560,vulnerable,jm,"Kingston , she emphasised , is in a vulnerable area hence the need for the Jamaican authorities to put measures in place to address an earthquake management programme .",0
723,@@20664395,refugee,in,"One wonders then , what does citizenship truly mean ? When does a period of refugee-hood begin and end , and when does one fully become a citizen ? Is it simply acceptance or a mere geographical boundary change due to political conditions beyond one 's control ? Is it consistent with the western notion of nationalism and citizenship ?",0
8200,@@15316180,women,gh,"The findings also shed light on the memory deficits that occur in postmenopausal women , revealing that those who have entered this stage have more difficulty learning and retrieving previously recalled information .",0
5273,@@9077918,vulnerable,tz,"The developed countries have a duty to ease the burden on less developed host countries by taking some of the most vulnerable refugees for resettlement . UNHCR has over time urged developed nations to help share the burden by increasing the number of resettlement places they can offer , with little or no success .",3
10279,@@17368899,migrant,jm,"This branch of the military polices the most porous borders of the US , the sea coasts . Raking in 6,346 undocumented migrants , 201 metric tons of cocaine , and 52,613 pounds of marijuana in 2016 , triple times seizures by the border patrol and internal sources , it is the coastguard that will have to face the increased threats of persons who know the ins and outs of the country but now hate it because they have been forcibly removed from the place that they know as home .",1
3897,@@4513399,women,jm,"Marks joins an illustrious cadre of women who have held the rank of ambassador at the United Nations , London , Ottawa , Mexico City , Havana , Brussels , Port of Spain and , of course , Paris . It is no longer breaking a gender "" glass ceiling "" because there are now about 25 female ambassadors accredited to the White House .",0
5471,@@1931073,disabled,ke,"The 37-year-old did not get the job , but vowed not to let his disability define him . The doctor who has defied the indignity of being referred to kiwete ( disabled ) or chura ( a frog ) says : "" I swore not to be brought down by the stigma . I use my other organs such as the hands , mouth , ears and brain to climb the social ladder . """,0
5737,@@20048219,immigrant,za,"The entrepreneur : Switzerland is a total melting pot of cultures , languages and beliefs . We view ourselves as held together by ' force of will ' , or mutual interest , as opposed to a shared culture or history . We have an immigrant population of 25% . The unifying factor across these differences and the basis of our national identity , is a common appreciation of political values such as direct democracy , neutrality and federalism . We see our multiculturalism as a desirable enrichment and so far , we 've fared better than most in integrating large numbers of immigrants over a long time -- if success is measured in terms of maintaining economic prosperity and social cohesion . """,0
6740,@@8212114,in-need,nz,"Hon Dr JONATHAN COLEMAN ( Minister of Health ) : No . The telephone survey by the health insurance industry of people 's perceptions of what they need is not the same as being medically assessed as being in need . Over 7 years , this Government has lifted the number of specialist appointments by 25 percent and the number of operations by 41 percent . The only answer to increasing demand is to do more , and we are .",0
1871,@@19128453,refugee,sg,The overall negative view on social media about China accepting refugees generally has three different perspectives .,0
5324,@@10269722,disabled,bd,"There are people in our society who have trouble with walking , moving or talking . Known as disabled to all , they lack the ability to do all kinds of day-to-day activities ; they eventually fail to contribute to the economy and never be part of the independent population of the society . This is what people hold in mind about disabled people . With a view to changing the concept of disability , Physically-challenged Development Foundation ( PDF ) emerged in 2008 as a non-profit organisation yielding the motto : Ability is in our heart . PDF 's objective is to create a better society for the people with disability . In order to achieve this , "" PDF Winter Boot Camp 2016 powered by US Embassy Dhaka "" took place during 29-30 January , 2016 at Sheikh Hasina Youth Development Institute , Savar , Dhaka .",1
6830,@@24433235,in-need,gh,"If you are a Ghanaian tertiary student pursuing accredited program in one of the tertiary institutions in need of a loan , Student Loan Trust Fund ( SLTF ) is there to support you to facilitate your financial resources . This public institution also promotes as well as facilitate the national ideals per the enshrined by the constitution . Student Loan Trust Fund Statement Check is easily accessed by the borrower who was luckily qualified for the loan . You can use your computer or your smartphone to easily check your balance at the comfort of your house",1
9040,@@23013486,vulnerable,in,"Teachers of St. Xavier 's Collegiate School in Kolkata are being asked to sign an undertaking to abide by the school 's norms for protection of ' minors and vulnerable adults ' , failing which their employment would be terminated . In November 2017 , the Madras High Court directed all the district collectors in Tamil Nadu to file a report on steps taken to enforce the provisions of the Sexual Harassment of Women at Workplaces ( Prevention , Prohibition and Redressal ) Act . A petition alleged that 15-year-old girls working in mills , factories and other work places in the state are sexually abused .",0
3044,@@676408,refugee,za,"Or not . In a swift response , the United Nations Refugee Agency ( UNHCR ) said it was not taking Lenku 's words at face value . "" We do not believe that there is any order for the refugee camps to be closed , "" said Kitty McKinsey , a UNHCR spokesperson , speaking to VOA . "" The Kenyan government and the Kenyan people have been very generous to the refugees over the years , and we certainly have every reason to expect that will continue to be the case . """,0
1209,@@743148,poor-families,gb,"A recent article in the Guardian highlights how one local not-for-profit organisation in India -- the LV Prasad Eye Institute ( LVPEI ) -- is tackling the problem of needlessly blind or visually impaired people . LVPEI offers free eye care to poor families , while charging those who can afford to pay . These fees help to support its work , along with money received from private donors and organisations . This funding allows LVPEI to run a chain of over 80 eye care centres across India . These provide services to around 1 million people annually and the organisation 's network is expanding .",0
8747,@@24823298,disabled,ng,"Uber disabled an emergency braking system in a self-driving vehicle that struck and killed a woman in Arizona in March and which failed to properly identify the pedestrian , raising serious questions about its performance , the National Transportation Safety Board said in a preliminary report released on Thursday .",0
7364,@@19370406,migrant,in,"More than a million migrants have flooded into Germany since 2015 , when German Chancellor Angela Merkel opened borders to refugees , but the numbers have been dwindling .",0
2629,@@16833482,refugee,ke,"The Kakuma branch of Equity Bank has 50,000 customers , both refugees and locals . "" Those who live close to the camp tend to have higher income and assets , "" the study says .",0
7350,@@22595473,women,ca,"NGO Predicts Almost 50,000 Births in Rohingya CampsSave the Children estimated Rohingya women will give birth to 48,000 babies in refugee settlements in Bangladesh this year . The aid agency said poor sanitation could lead to diphtheria , cholera , and measles . "" Simply , this will be disastrous and terrible for us ... my brain does not actually know how to deal with this , "" a deputy director of Bangladesh 's social services said . -- AP",1
8998,@@974514,hopeless,in,""" It 's a hopeless situation , "" said the aid worker . "" You treat the children who are sick , and then they fall ill again because they are not getting the right food . """,1
3291,@@20107225,disabled,ke,The Sexual Offenses Act of 2003 was enacted to protect the disabled and vulnerable people from abuse . The Act makes it illegal to engage in an intercourse with a person deemed to be suffering from mental disorder . The offense can attract up to 14 years behind bars .,0
10270,@@17587464,hopeless,au,"The hopelessness of the situation for young adults has led to the term "" timepass "" , which denotes time spent in unproductive jobs or pursuits , waiting for the career break . Graduates entering an economy that does n't require them has sparked another : "" PhD baristas "" .",0
3834,@@3701110,migrant,au,"On the other hand , PiS is opposed to immigrants , gays , feminists , liberals , and in general all "" foreigners . """,0
9386,@@40077410,homeless,lk,"A happy day it was indeed when a 31 homeless street dogs found their forever homes in the loving arms of the kind children and adults who visited Embark 's ' Adopt A Dog Day ' at Lyceum International School , Nugegoda on the 15th of September . Students from grades 1 to 8 were invited to attend along with their families and friends . The organizers were delighted by the fact that all the puppies and adult dogs who had been put up for adoption found good homes and new families in record time . In fact , Embark ran out of dogs as the demand was so high , but this was just the first adoption day of many more to come at the Lyceum Schools , so everyone who missed out can find their forever friends at future adoption days .",0
4066,@@1872670,vulnerable,tz,"According to her more than 2.8 bn/-has been disbursed to Chamwino District during implementation of TASAF II activities which involved food insecure , infrastructure , cash transfer , vulnerable groups and others",0
10046,@@50038691,immigrant,au,"Ryan Corr as Rudi , a Hungarian immigrant with an appealing disposition , and Rachael Taylor as Fay in Ladies in Black. ? Supplied",0
7353,@@7014753,migrant,nz,"Chinese nurse Amy Ding can not understand why migrants would choose to live in the city when they can be in "" paradise "" .",3
5170,@@25331685,poor-families,lk,"Drug abuse is common among poor families , while a drug abuser in a family makes them poorer . Drug abuse impairs family life , results in unproductive employment and reduces the quality of life . Impaired performance at work can lead to poor productivity and reduced income . Absence from work and intoxication at work can lead to disciplinary problems , accidents at work and excess medical claims",0
9896,@@19084114,disabled,au,"She went on to say "" we have to be "" realistic at times , considering the impact disabled children are having on other children in the classroom .",0
6346,@@2222716,refugee,za,""" However , it is important that the treatment of asylum seekers be in line with international refugee and human rights law . Detaining asylum seekers should happen only as a last resort , and in exceptional circumstances . It also should be limited to the shortest possible duration . """,1
1594,@@25879609,migrant,au,"During a fact-finding visit to Algeciras on Saturday to learn how police and the Red Cross were coping with the influx of migrants , Grande-Marlaska said it was "" a European problem which requires a European solution "" .",0
739,@@18671,women,za,"Farouk Sarhan , the 74-year-old manager of a shop selling women 's clothes , said sales were already down by almost 50 percent from just a few weeks ago .",0
4086,@@2248982,women,au,""" I also meditate , "" the mother of three says . "" And I also have a very strong social network ... I mean a group of women together , the way we laugh when we can laugh , there ai n't nothing like that ... we go deep do n't we and we guffaw . Maintaining physical fitness and social networks is so critical to successful ageing . "" <h> 18 comments so far",0
10034,@@18249437,women,bd,"A French buyer sourced two different types of women 's tops at $3.55 ( Tk294 ) and $5.10 ( Tk422 ) apiece from their manufacturer in Bangladesh , and sold them in France at ? 14.99 ( Tk1,354 ) and ? 22.99 ( Tk2,076 ) , respectively .",0
1174,@@18985662,women,sg,The weaker sex ? Science that shows women are stronger than men,0
861,@@17010915,immigrant,bd,"Fowler 's tale prompted a backlash , including a revival of the #DeleteUber movement , which stemmed from accusations that the San Francisco ride service aimed to profit from a protest last month at New York 's John F. Kennedy Airport following President Donald Trump 's executive order banning refugees and immigrants from certain countries .",0
1705,@@40041803,in-need,ng,"The humanitarian crisis in Nigeria 's north-east , that has spilled over into the Lake Chad region , is one of the most severe in the world today , with 7.7 million people in need of humanitarian assistance in 2018 in the worst-affected states of Borno , Adamawa and Yobe , and 6.1 million targeted for humanitarian assistance .",0
4366,@@23731264,homeless,us,"Andrade said there are 450 families on a list with the county 's Coordinated Entry System who are considered homeless and waiting for some sort of housing : Some are in shelters , some with motel stays paid for by social service groups , others living out of their vehicles .",0
4637,@@25167355,immigrant,lk,"As the immigrant crisis and Catalonia , among other events , prove , it 's probable that Europe will again miss the chance .",0
5246,@@16658604,refugee,gb,"THE surest test of any government 's commitment to fairness is how they treat those who seek refuge in their country , which is why there is so much anger at Donald Trump 's ban on refugees . So how should we judge the UK Government on the system of asylum accommodation that means an asylum seeker in Glasgow was forced to live in conditions her GP said would adversely affect her child 's growth ?",0
5591,@@25208552,vulnerable,in,"New RBI data on India 's Balance of Payments ( BoP ) for 2017-18 show current account deficit ( CAD ) at $48.72 bn , the highest since the record $88.16 bn of 2012-13 . With CAD expected to widen to $75 bn during this fiscal , how vulnerable is the overall BoP position today ?",0
4543,@@9063012,refugee,pk,"Testimony from survivors suggests there were still many people below deck who were not able to escape , according to the UN refugee agency , while the Bettica captain estimated that "" some 100 "" may have been lost .",0
3867,@@50017425,vulnerable,au,"Moreover , absent employees are vulnerable to losing their jobs when workplaces are n't aware of family violence -- whether due to physical violence , illness or stress .",0
3990,@@14195970,vulnerable,sg,The kit is intended to protect vulnerable equipment and prevent failure,0
9516,@@16427492,homeless,pk,"The cabinet was told that there are 29 administrative districts and 146 census districts in the province which include 932 census charges , 5,132 census circles and 38,842 census blocks . Each block would be completed in 14 days and three days would be allotted for housing numbering , 10 days for filling up of form-2 and one day for enumeration of the homeless population .",0
309,@@25897530,migrant,bd,"Many victims are migrants from African nations such as Eritrea and Somalia , yet countries are failing to curb the crime as they lack mechanisms to share cross-border intelligence and coordinate efforts to bust trafficking rings .",0
8173,@@21734408,vulnerable,tz,"This has to do with the accused deliberately causes more harm than necessary for the commission of the offence , or the accused targets a victim who is vulnerable such as a youth , old age or due to job .",0
8312,@@8885455,disabled,gh,"The Minister , who is also the Member of Parliament for the Bongo Constituency , said it was , therefore , important for stakeholders to work towards modifying or eliminating these practices . He commended Afrikids Ghana and its partners for working to abolish the phenomenon of killing disabled children , referred to as spirit children in some parts of the Kassena-Nankana West District .",0
2053,@@16000035,homeless,ie,"The Phone Booth and Minority Report actor is a patron of the Irish Homeless Street Leagues - in his own words "" they provide provide an opportunity for those who are living without a roof over their head , or a warm bed to sleep in , to feel like they 're a part of a community , that they 're included and empowered in their lives "" - so his views on the issue of homelessness are just as valid as any expert or politician .",4
1546,@@19440097,poor-families,ie,"The study says the newly established "" family hubs "" -- group accommodation provided to get homeless families out of hotels and B&amp;Bs -- could become the next "" direct provision "" for poor families .",0
5017,@@838538,poor-families,ca,Even the reworking of Canada 's once-highly-esteemed public pension system has been perverted . It 's a mean-minded and highly political savaging of any notion of intergenerational equity . The Harper government will maintain the current generous pension system for baby boomers and seniors -- not coincidentally their base vote -- while cutting pensions for their children and grandchildren and those least able to save for themselves -- the growing number of working poor families and young people .,0
9073,@@18451371,in-need,gh,Prof Yankah assured the students the government has taken a very bold step to restore teacher trainees ' monthly allowances . The allowance is meant to support teacher trainees to procure textbooks and learning materials that will be in need for their professional training .,0
2815,@@7559666,vulnerable,gb,"A spokesman for Cygnet Hospital Woking , which runs the unit , said : ' We support some very vulnerable people , to whom we have a duty of care , a key part of which is respecting patients ' confidentiality . Therefore , it would not be appropriate for us to comment on an individual case .",4
7702,@@2659279,vulnerable,hk,""" We remain equal-weight on China investment-grade and underweight on high-yield , "" Viktor Hjort , credit analyst at Morgan Stanley , said . "" Following the rally , high-yield valuations are again back to the more challenging end , and given the increased reliance on external funding , we see high yield as more vulnerable to any reversal in credit conditions . """,0
10373,@@4563638,migrant,bd,"The prime minister said though there was a relatively free flow of capital , there was no free flow of labour . So , Nam must raise a strong voice for the implementation of the Mode IV of the Gats and adopt initiatives for safe migration and protection of the rights of migrants , especially women and children .",1
1647,@@18935578,immigrant,ng,"Wale Oyejide is the Nigerian designer behind the Ikir ? Jones label . He uses textile and apparel design to convey stories about immigrant populations to the Western world . His designs fuse tailored suits and accessories with sampled art history designs . He inserts African figures into the context of foreign art history traditions , in this case European and Japanese . In 2016 , Ikir ? Jones tweeted at the official Marvel handle about handling the wardrobe for the Black Panther and now it 's a reality we 're all seeing . We see Chadwick Boseman as T'Challa in an Ikir ? Jones ' ensemble in what appears to be a meeting at the UN .",0
7338,@@23882173,immigrant,ph,"But Democrats said the move will lead to the undercounting of legal immigrants , distorting the US electoral balance .",0
6965,@@15166718,homeless,ke,"In the West , leaders work for the country not for certain people . The distribution and sharing of the national cake is expressed in their almost perfect welfare system . The homeless are taken care of , the jobless provided with shelter and the sick are offered free medical care .",2
2729,@@3373992,poor-families,au,"Ultimately , the public judges political leaders not by the words they say but by the values they convey . Labor is the party of opportunity for all , open competition , economic responsibility and social and environmental progress . Those values kept the Hawke and Keating governments in power for 13 years . They enabled Labor to implement such enduring reforms as universal health care , economic policies that laid the foundations for a quarter-century of sustained income growth and job creation , superannuation for all working Australians , support for poor families to keep their children at school and the world heritage listing of Tasmanian forests , Queensland 's wet tropical forests and Kakadu .",0
1652,@@30025548,homeless,bd,"Meanwhile , the two-storey building of the Upazila Health Complex , which was over 500 metres away from the bank a couple of months ago , is being devoured now . Over 4,000 families have become homeless and many affluent farmers broke during the same period .",0
3077,@@14728507,in-need,ph,Irvin launched the Portraits of Hope Project where he photographs people and raises funds for various individuals or institutions in need of financial support .,0
6127,@@20449870,hopeless,ie,"Her recovery , when it came in April 2014 , was fast , and although she had tried everything from medication to meditation , she cites "" the passage of time "" as the reason for her recovery . During that bleak time she wrote a book The Mystery Of Mercy Close in which the character 's depression and suicide attempts closely mirrored her own . Keyes says she does n't have words to describe that period of depression . "" It was like being in an altered reality . . . I was always melancholic and prone to sadness and hopelessness but this was catastrophic and unimaginable .",0
7987,@@18606758,immigrant,hk,"Hong Kong has seen a surge in arrivals of teenagers from the mainland under the so-called one-way permit scheme for immigrants , official data suggests . Last year , 10,538 people aged between 10 and 19 entered ...",0
7175,@@14090814,women,ng,"Speaking , the Commissioner for WAPA , Mrs. Lola Akande said the Programme which was organised for female employees in the Lagos State Public Service is in line with the mandate of WAPA , which is concerned with total development of all women groups in the state . "" This screening is purposely to screen women for signs and symptoms of cervical cancer before it manifests in the system , "" Mrs. Akande noted .",0
7469,@@22704460,immigrant,gh,"But it was the language he used that shocked and appalled many lawmakers and created a public outcry -- the vulgar phrase Mr. Trump uttered quickly began trending on Twitter -- overshadowing the substance of the DACA talks , and with it , the future of the immigrants at risk of deportation should those discussions fail .",0
5569,@@3321534,vulnerable,hk,"The shift in banking from brick and mortar branches to mobile banking has left customers more vulnerable to cyber attacks . In South Korea , a Chinese cybercriminal group dubbed the "" Yanbian Gang "" used fake mobile apps to steal data and siphon millions from mobile banking customers over a period starting in 2013 . The hacking group targeted customers from KB Kookmin Bank , Hana Bank , Shinhan Bank , Woori Bank , and NH Bank , according to security software firm Trend Micro .",0
4868,@@2849448,vulnerable,ca,Quarter of new Canadian oil projects vulnerable if oil falls below US$80 : IEA,0
415,@@9944542,disabled,my,"Meanwhile in Teluk Bahang , some 1,000 villagers from three villages had been affected by the flood and as at 6.30pm , 15 families , one disabled person and a one-year-ole child had been placed at the Teluk Bahang City Council Hall .",0
2639,@@16865933,migrant,gh,"This most-vibrant Ghanaian Catholic Community was formed out of the passion of a few Ghanaian immigrants in the Chicago area , Catholics by faith , who had the spiritual desire to unite all Catholics of Ghanaian descent with the clear view to serving and experiencing worship of the LORD in their very own native language and culture .",0
7404,@@21894929,in-need,sg,""" The first thing I look into is if the needy person comes from a family which has women . I then make my own enquiries about the family and if they are in need of a home . Of the 78 homes that I have completed , land was bought for just two . In all the other cases , either the beneficiary had land or , in some cases , the local village councils gave the land , "" Sunil said .",0
4393,@@4612305,disabled,bd,The law stipulated 21 rights of the disabled persons . The disabled persons must get the national identity cards and be listed in the voters roll . Even they will be able to contest in the polls .,3
9750,@@18705016,refugee,gb,AFP/Getty <h> 4/13 Inside the classroom with Chios 's child refugees,0
3256,@@70010913,disabled,us,"Caleb Ferguson , Dylan Floro ( with one huge out ) , Ross Stripling ( just off the disabled list ) and Scott Alexander preceded Maeda , who retired DJ LeMahieu and Nolan Arenado , but clearly has no aspirations of being the next Jansen .",0
3237,@@15932780,homeless,nz,"He also said homelessness had complex causes and suggested a senior minister like Paula Bennett give a "" directive "" to agencies including police , Corrections , Social Development and Housing New Zealand to join forces on the issue .",1
3542,@@18419803,vulnerable,my,"If you would try to do the same , you could face personal bankruptcy ! As you do n't have a limited liability company to protect you , you are much more vulnerable to the disadvantages of leveraging than companies are .",0
6439,@@25962478,disabled,hk,"The Swedish prosecutor in charge of investigating whether police committed an error when fatally shooting a 20-year-old disabled man who waved a toy gun , said Friday that it has emerged that several officers opened fire . "" The man held a weapon-like object and officers opened fire after judging the situation as threatening , "" Martin Tiden said , adding that the probe was "" routine&amp;rdq ...",0
8782,@@1950321,homeless,tz,"The deluge and destruction have left thirteen families homeless confirmed Mwanyanya local government Chairman , Pembe Khamis Pembe yesterday in the city .",0
9804,@@4667463,hopeless,pk,PML and nawaz sharif are hopeless .,1
1496,@@4521667,hopeless,my,"I wonder VGM will bring them in with the "" universal engine "" 1.4TSI on those model , so the price slightly lower still can hit the market but even in CKD the price wo n't much different and the QC ...... , hopeless !",0
374,@@1800451,migrant,gh,"In the UK , racist comments or acts are not openly expressed due to the quite strict laws against racism and the use of racist language . The inability of indigenous Brits to openly express their true feelings and thoughts about African immigrants has thus turned many into hypocrites -- saying one thing about the Black African in public but thinking the other -- calling him mate , buddy , love , darling , and gorgeous in the open , but describing him to a fellow White in secret as a detestable sub-human species , unlovable , stinky , and chimp-like entity . They try to ' ... look like the innocent flower , / But ... the serpent under it ' , as Shakespeare puts it .",0
1126,@@18393954,homeless,in,"Savita 's cousin , Vanita , a member of the Goa junior tchoukball team that secured first place at the national event in 2014 at Punjab and third place in Mapusa in 2014-15 , could n't escape her fate . She and her family have been rendered homeless , as the machinery flattened her thatched dwelling within a few minutes .",0
1918,@@19751161,vulnerable,pk,"The authority has said : "" Owing to possibility of rain in upper catchments of all major rivers , vulnerable communities along reaches of these rivers , their tributaries &amp; nullahs are to be sensitised for requisite measures . """,0
945,@@16915244,disabled,lk,A group of disabled war veterans staged a protest outside the Presidential Secretariat today against the alleged discrimination by the government when computing their pensions . The protesters claimed that their monthly pension was lesser than the amount which would be given to ex-servicemen who served in the forces for a longer period . They said all retied soldiers should be paid a similar amount as pension regardless of their service period . Pix by Pradeep Dilrukshana,0
